cancer_type,paper_id,conf_reason,snippet_500
Colon_Cancer,paper_000345,dominant_other_site,"dysregulation of lncrnas is frequent in glioma and has emerged as an important mechanism involved in tumorigenesis previous analysis of chinese glioma genome atlas cgga database indicated that lbx2as1 expression is one of differentially expression lncrna between lower grade glioma lgg grade ii and iii and glioblastoma multiforme gbm however the function and mechanism of lbx2as1 in glioma has not been evaluated yet
methods
here we analyzed the expression of lbx2as1 in gtex data normal brain tcgal"
Colon_Cancer,paper_000346,no_site_signal_anywhere,"endometrial cancer ec is a common malignancy of the female reproductive system circular rnas circrnas were demonstrated to exert critical roles in cancers including ec this study aimed to investigate the effects of hsa_circrna_0001776 circ_0001776 on ec
methods
realtime quantitative pcr rtqpcr was used to measure circ_0001776 microrna182 mir182 and leucinerich repeats and immunoglobulinlike domains lrig2 expression the diagnostic and prognostic values of circ_0001776 were identified by receiver "
Colon_Cancer,paper_000347,dominant_other_site,"the incidence and death rate of nonsmall cell lung cancer nsclc in china ranks the first among the malignant tumors circular rna circrna was reported to be involved in the progression of nsclc our study aimed to investigate the underlying mechanism of circ_0020123 in nsclc progression
methods
quantitative realtime polymerase chain reaction qrtpcr was used to detect the expression of circ_0020123 mir5905p and thrombospondin thbs2 in nsclc tissues and cells cell proliferation and migration were ex"
Colon_Cancer,paper_000348,no_site_signal_anywhere,"this research aimed to investigate the association between tumor necrosis factorainduced protein tnfaip8 polymorphisms and ovarian cancer oc susceptibility
methods
a case""control study of patients with oc and healthy controls was conducted to assess the association between tnfaip8 polymorphisms rs11064 rs1045241 and rs1045242 and oc risk in heilongjiang province of china the snapshot snp assay was conducted to detect snp genotype logistic regression analysis was applied to illustrate the underly"
Colon_Cancer,paper_000349,no_site_signal_anywhere,"bladder cancer is the tenth most common cancer globally but existing biomarkers and prognostic models are limitedmethod in this study we used four bladder cancer cohorts from the cancer genome atlas and gene expression omnibus databases to perform univariate cox regression analysis to identify common prognostic genes we used the least absolute shrinkage and selection operator regression to construct a prognostic cox model kaplan""meier analysis receiver operating characteristic curve and univaria"
Colon_Cancer,paper_000450,dominant_other_site,"methods
to identifydiseaserelated lncrnas these 
methods
could be divided intothree categories machine learning 
methods
network 
methods
and other 
methods
machine learning 
methods
build models based on thesimilarities of diseases orlncrnas and their biologicalcharacteristics cheng cheng 2019b zeng zou lan developed thelncrna""disease association prediction ldap which is amethod based on bagging support vector machine svm toidentify lncrna""disease associations they used similarities oflncrnas a"
Colon_Cancer,paper_000454,negative_neuro_wrong_topic,the anization of cells into multiple membranous compartments with specific biochemicalfunctions requires complex intracellular traffic and sorting of lipids and proteins to transport themfrom their sites of synthesis to their functional destination intracellular transport involves lipidvesicles or tubules with the capacity to fuse with one another or to be secreted they collectivelyparticipate in the dynamic exchanges necessary for cell homeostasis rothman s¸reng membrane traffic is tightly coor
Lung_Cancer,paper_000540,no_site_signal_anywhere,"""inhibitors by causing immediate and nearly complete intracellular and extracellular thiamine deprivation . In previous studies we have shown that thiaminase has both in vitro and in vivo cytotoxicity activity further supporting the concept that TDEs could represent new targets for novel therapies . We have also previously reported that rapamycin has antagonistic effect on thiaminase-mediated growth inhibition of leukemia cells a surprising finding since rapamycin generally acts as a sensitizing"
Lung_Cancer,paper_000541,no_site_signal_anywhere,"""days for untreated control and 59 days (p?=?0.03 Log rank test). B. A Kaplan-Meyer plot of time to pre-defined tumor volume endpoint for subcutaneous RS4 leukemia subcutaneous xenografts treated with thiaminase 850 units SC BIW or buffer control. The median time to endpoint was 16.5 days for the control group and not reached after 60 days of observation in the treated group (p<0.001 Log rank test). C. Primary ALL and AML specimens were thawed and plated in triplicate in two concentrations of th"
Lung_Cancer,paper_000542,dominant_other_site,"""cells treated with thiaminase are consistent with inhibition of BCKDH complex pyruvate dehydrogenase complex and transketolase inhibition. However inhibition of the same enzyme was shown to result in different metabolic consequences in the case of BCKDH where inhibition in RS4 cells caused a demonstrable increase in BCKDH substrates whereas in MCF-7 cells inhibition led to a decrease in the products of the enzymatic reaction. This difference may then lead to different consequences on cell growt"
Lung_Cancer,paper_000547,no_cancer_signal_anywhere,"""The lung tissues were fixed in 10% neutral formalin embedded in paraffin and cut into 5 µm thick slices after we took photographs to record staining on the lung surface. We made 4 axial slices that covered the center of the staining. The slices were subjected to hematoxylin-eosin (H-E) stain to the evaluate lung parenchymal change. We evaluated the presence or absence of neutrophil infiltration vasculitis necrosis hemorrhage and foam cell in alveolus. The extent of each histopathologic finding "
Lung_Cancer,paper_000608,weak_lung_context,"""Transfection of all cells with expression vectors was done using Lipofectamine 2000 (Invitrogen) according to the manufacturer's directions. Reverse transcription-polymerase chain reaction (RT-PCR) and stem-loop RT-PCR Total RNA was isolated using the Trizol reagent (Invitrogen) and 3 ?g of RNA were reverse-transcribed using the Superscript III enzyme (Invitrogen). PCR was then performed on cDNA with gene-specific primers: Sp1 F 5'-TGC AGC AGA ATT GAG TCA CC-3' and R 5'-CAC AAC ATA CTG CCC ACC "
Lung_Cancer,paper_000613,dominant_other_site,"Background
We aimed to evaluate the clinical significance of microvessel density (MVD) lymphatic vessel density (LVD) and cancer-associated fibroblasts (CAFs) in relation to tumor location in advanced colorectal cancer (CRC). 
Methods
Using immunohistochemistry we examined 181 advanced CRC patients for CD31 and D2-40 to measure MVD and LVD respectively ?-smooth muscle actin (SMA) and desmin to identify CAFs and PTEN to examine genetic changes of CAFs. To evaluate the regional heterogeneity of th"
Lung_Cancer,paper_000616,no_site_signal_anywhere,"""The amount of microvasculature measured by LVD and MVD was also heterogeneous in relation to the metastatic an examined. By Cox regression analysis center LVD and MVD periphery LVD and CAFs in distant metastasis were independently associated with patients' prognosis in addition to synchronous distant metastasis age and perineural invasion. Heterogeneity of microenvironment not only of cancer cells is suggested to contribute to tumor heterogeneity and biologic complexity thus it should be consid"
Lung_Cancer,paper_000619,no_site_signal_anywhere,"""The Ventana assay using the D5F3 antibody gave the most intense cytoplasmic signal but this was accompanied by higher 
background
staining which was especially noticeable in macrophages. The ALK1 and 5A4 antibody assays produced weaker staining but with less 
background
. Of the two 5A4 had marginally more 
background
staining especially in macrophages. The value of both intensity and proportion scores was assessed. Cutoffs for positivity were set using ROC analysis to optimize correct classifi"
Lung_Cancer,paper_000622,no_site_signal_anywhere,"""The protocol was approved by the Institutional Review Boards at each participating institution. Informed consent was obtained from each patient. Study design This is a single arm open label multicentre phase II study (ClinicalTrials.gov identifier: NCT00794417). Patients received the three-drug combination intravenously on day 1 of every 21 days with ziv-aflibercept (6?mg?kg?1) first followed by pemetrexed (500?mg?m?2) and cisplatin (75?mg?m?2). Premedications consisted of folic acid vitamin B1"
Lung_Cancer,paper_000630,no_cancer_signal_anywhere,"""This is obtained by specifying C as an (L ? ?0 + 1)-dimensional vector of 1's with v? = 1. More sophisticated models with splines or other functions such as those illustrated in publications cited in only require the application of different bases for deriving C but are nevertheless represented by 3). 2.2. Extension to nonlinear exposure""response relationships The extension to the nonlinear case presents further complexities as anticipated earlier. The model in can be extended by defining an ad"
Lung_Cancer,paper_000634,no_cancer_signal_anywhere,"""The time-varying exposure profiles for ns subjects are represented as series of occurrences xt at time t = 1 ¦100 generated by random exposure events with an intensity in the range 0""10. The exposure""lag""response associations are defined by the function fs(x) · ws(?) in which is simpler to simulate if compared with the truly bivariate alternative in for each value of exposure x and lag ?. Different scenarios explore alternative choices for the exposure""response function fs(x) and the lag""respon"
Lung_Cancer,paper_000636,no_site_signal_anywhere,"""Pathway-level statistics and significance testWe introduce five 
methods
as candidates for iPAS. Each method is a modification of existing pathway analysis techniques enabling us to test an individual tumor sample™s pathway aberrance by using the nRef. A summary is provided in . .Modification of existing pathway analysis 
methods
for iPASNote. Significance can be obtained against the null distribution generated from normal samples. All the collected normal samples for the nRef are one by one co"
Lung_Cancer,paper_000637,no_site_signal_anywhere,""" Bryant et al. Overall survivalAverage Za0.370.00011Beer (N = 442) Overall survivalAverage Zb0.620.00003Fisher0.500.00068GSEA0.650.00001Euclidean0.650.00001Mahalanobis0.670.00001GSE8894 (N = 61) Recurrent free survivalAverage Zb0.900.01163Fisher0.910.01076GSEA0.780.02899Euclidean0.870.01544Mahalanobis0.680.05485aDerived from mean and SD of all cancer samples in the dataset bDerived by mean and SD of the nRef.Prognostic gene expression signatures for Stages II and III colon cancers have been rep"
Lung_Cancer,paper_000738,no_cancer_signal_anywhere,"""As differential LysoTracker retention may reflect differences in basal lysosomal mass and/or lysosomal pH we therefore next examined phenothiazine-induced changes in LysoTracker retention (?LysoTracker) as an indicator of perturbation in lysosomal pH. Exposure to TFP for 24?h was associated with varying degrees of loss in LysoTracker retention in almost all of the LC cell lines tested (b). Furthermore there was a highly significant positive correlation between the extent of TFP-induced loss in "
Lung_Cancer,paper_000557,no_site_signal_anywhere,""" MTBHsp70 at both flanks. Histopathology Abdominal walls and intestines from mice were fixed for at least 24 h in PBS-buffered 10% formalin. Tissues were routinely embedded in paraffin. 5 ?m thick sections were stained routinely with H&E. For staining tumor-infiltrating T cells mice were perfused with 4% paraformaldehyde (PFA) in PBS and tumor nodules were fixed in 4% PFA/PBS for additional 2 hours washed and infiltrated with 30% sucrose/PBS at 4°C. 6 ?m thick frozen sections were stained with "
Lung_Cancer,paper_000561,no_cancer_signal_anywhere,"""n methylene blue (0.6 vs 1.0 cm P<0.001). MLM showed superior staining ability over methylene blue (2.8 vs 2.2 P=0.010). Excellent staining was achieved in 17 subjects (81%) with MLM and 8 (38%) with methylene blue (P=0.011). An acceptable or excellent radio-opacity of MLM was found in 13 subjects (62%). An appropriate localization rate of MLM was 100% with the use of the directly visible ability and radio-opacity of MLM. MLM provides a superior pulmonary localization ability over methylene blu"
Lung_Cancer,paper_000572,no_cancer_signal_anywhere,"""There are two kinds of localizing procedures: marking with thoracoscopically directly visible materials and marking with radio-opaque materials. Examples of directly visible materials are hook wire methylene blue and indocyanine green. Ethiodized oil (lipiodol) barium and iodine contrast agents are used for radio-opaque markers. Each marking method has strong and weak points. Localization with a hook wire is easy to perform but carries a high risk of pneumothorax and a propensity to dislodge du"
Lung_Cancer,paper_000573,no_cancer_signal_anywhere,"""1.3±0.4 cm (range: 0.7-2.0 cm) for Group A and 0.6±0.3 cm (range: 0.3-1.1 cm) for Group B. Discrete compact nodular opacity was achieved in 15 subjects (72%) scattered nodular opacities in 3 (14%) and small faint opacity in 3 (14%) . The average value of radio-opacity of MLM was 1415±856 HU (range: 307-2768 HU). The interval between injection and sacrifice was 7.9±0.1 hr (range: 7.8-8.0 hr) for Group A and 23.5±0.1 hr (range: 23.4-23.7 hr) for Group B. Time from injection to initial and follow "
Lung_Cancer,paper_000574,no_cancer_signal_anywhere,"""The extent of lung parenchymal change depends on the time interval. Acute lung injury after the percutaneous injection of lipiodol or methylene blue was reported in animal studies (28 29); however there are no clinical 
results
that show the adverse effect of acute lung injury in human lungs. Injection material (such as barium) can potentially complicate the pathologic diagnosis of the target lesion due to acute inflammation (29 30). To our knowledge no study has indicated that lipiodol or meth"
Lung_Cancer,paper_000588,no_site_signal_anywhere,"""A Splenocytes harvested from mice treated with scFvMTBHsp70 fusion protein equimolar mixture of MTBHsp70 plus P4 scFv or saline (n = 10 per group) were re-stimulated with Her2/neu peptide or MSLN Ld1 peptide. 
Results
are reported as the difference between nonstimulated (media alone) and stimulated cells and expressed as the frequency of parent CD3+CD8+ cells. P values were determined using One-Way ANOVA followed by Dunnett™s multiple comparison tests. B Representative flow data are presented. "
Lung_Cancer,paper_000591,no_site_signal_anywhere,"""Mesothelin; MTB: Mycobacterium tuberculosis; Hsp: Heat shock protein; i.p.: Intraperitoneal; i.d.: Intradermal; BMDCs: Bone marrow-derived dendritic cells; APCs: Antigen-presenting cells; PBMCs: Peripheral blood mononuclear cells; PBLs: Peripheral blood leukocytes; LPS: Lipopolysaccharide; H&E: Haematoxylin and eosin; PFA: Paraformaldehyde; DAB: Diaminobenzidine; mAb: monoclonal antibody. Competing interests The authors declare that they have no competing interests. Authors™ contributions JY pl"
Lung_Cancer,paper_000598,no_site_signal_anywhere,"""To assess DFS the disease status was monitored every 2 months for the first 6 months and subsequently every 3 months by computed tomography after enrollment and according to good medical practice. Toxicities related to the administration of chemotherapy were assessed according to the National Cancer Institute Common Terminology Criteria for Adverse Events (version 3.0; ctep.cancer.gov). DFS was defined as the time from the date of enrollment to disease recurrence or death due to any cause and e"
Lung_Cancer,paper_000663,dominant_other_site,"""In summary the addition of RNA-seq to DNA-WES substantially boosted mutation sensitivity for low purity tumors. . Example of somatic mutation only detectable by RNA and DNA integration. Mutation detected by UNCeqRMETAP = 1e-16. Read alignment display from integrative genomics viewer (43) for a low purity breast tumor at the major mutational hotspot of PIK3CA (47). Increased mutation rates of driver and therapeutically-targeted genes To determine if UNCeqRMETA made new mutation discoveries in pa"
Lung_Cancer,paper_000664,no_site_signal_anywhere,"""For mutations with therapeutic significance highly sensitive and specific assays are essential for informing patient therapy and for clinical trials investigating new agents. Relative to published mutations derived from DNA-WES alone the UNCeqRMETA mutations derived from patient-matched DNA-WES and RNA-seq increased the numbers of patients with mutations in genes that are targets for several drugs in clinical trials such as PIK3CA and ERBB2 and for drugs with correlative evidence such as FGFR2 "
Lung_Cancer,paper_000679,dominant_other_site,"""As this was designed to ascertain proof of principle we did not apply a measure of successful laboratory performance. The pilot established that the scheme design and 
methods
used were acceptable for use in a larger scheme. Second round One hundred and seventeen laboratories from 30 countries registered and 101 participated in the second round (due to customs issues we were not able to get samples to 16 labs) run in the second quarter of 2012. Ninety-one laboratories submitted 
results
within "
Lung_Cancer,paper_000686,no_cancer_signal_anywhere,"Results
FTSJ2 is Closely Related to E. coli RrmJ RrmJ is a 23S rRNA 2?-O-ribose MTase and is conserved in nearly all of the different species. To evaluate the relationship among the RrmJ homologs a phylogenic tree with 39 RrmJ homologs was constructed. The NCBI BLASTp program was used to identify the homologs of the E. coli RrmJ protein in M. jannaschii S. cerevisiae Caenorhabditis elegans Drosophila melanogaster and in vertebrates. Using the minimum evolution method the phylogenic tree showed t"
Lung_Cancer,paper_000750,no_site_signal_anywhere,"""In the case of HCRT only one series was applied with 26 — 1.75 Gy?=?45.5 Gy delivered to the hemithorax with a simultaneous integrated boost of 26 — 2.15 Gy?=?55.9 Gy delivered to the R1/R2 region. Planning and dose calculation was performed on the Eclipse planning system (Varian Medical Systems Palo Alto CA) for a linear accelerator (Clinac 6EX or Trilogy Varian Medical Systems). The treatment technique and dose-volume constraints have been previously published . Follow-Up and recurrence analy"
Lung_Cancer,paper_000756,weak_lung_context,"""However it remains to be elucidated whether NME2-mediated alteration of nucleosomal reanization possesses any unique features of the histone modification language (involving specific enzyme complexes and histone chaperones) that could be essential in mitigating metastasis. SUPPLEMENTARY DATASupplementary Data are available at NAR Online. SUPPLEMENTARY DATA Research Fellowship from CSIR (V.Y. A.B. and A.K.) UGC (R.K.T.) and ICMR (R.H. and A.S.) is acknowledged. The ˜CSIR""Mayo Clinic Collaboratio"
Lung_Cancer,paper_000763,no_cancer_signal_anywhere,"Materials and Methods
. Thus CLCA2 was related with AC by the second type of lower logic relationships and the coefficient of the CLCA2-AC/SCC relationship was . According to the above method gene-AC/SCC lower logic relationships were generated from probe-AC/SCC lower logic relationships (Table A in Table S2). Each of the rest probe-AC/SCC lower logic relationships generated a gene-AC/SCC lower logic relationship. Finally we obtained gene-AC/SCC lower logic relationships (Table A in Table S3). W"
Lung_Cancer,paper_000767,no_cancer_signal_anywhere,"""The recurrence rate Q is used to evaluate the reliability of logic relationships as follows:(5)where represents the number of recurrance times of a logic relationship in all random trials and is the number of all random trials. Mapping probe-phenotype relationships to gene-phenotype relationships On the basis of lower and higher probe-phenotype logic relationships lower and higher gene-phenotype logic relationships are generated as follows. Suppose all the probes detecting genes and form a set "
Lung_Cancer,paper_000769,no_cancer_signal_anywhere,"""Then we need to calculate a tail probability for a heterogeneous Bernoulli process. For the calculation for gene sets with coordinate down-regulated differential expression we need to focus on the combination of different components with (j1 = 2 j2 = 2 . . . jK = 2). Then we need to change the formulas for uSi and CESS as follows: False discovery rate The concordant enrichment score given in Equation is an estimated conditional probability of concordant enrichment which can be considered as the"
Lung_Cancer,paper_000770,no_cancer_signal_anywhere,"""Since no concordant integrative analysis has been conducted before for these two data sets it is necessary to investigate whether more significant 
results
can be achieved by such an analysis. Lai et al. and Lai et al. have discussed that it is necessary to evaluate the genome-wide concordance before an integrative analysis to be conducted. Based on a likelihood ratio test [15 16] we obtained p-values < 0.01 and > 0.3 for testing hypothesis complete discordance (CD) model vs. partial concordanc"
Lung_Cancer,paper_000773,weak_lung_context,"""Hispanic black and 130598 white participants ages 49""78 at enrollment in the Prostate Lung Colorectal and Ovarian (PLCO) Cancer Screening Trial. BMI at baseline BMI at age 20 and BMI change were calculated using self-reported and recalled height and weight. Relative risks were stratified by race and sex and adjusted for age education marital status and smoking. 
Results
1495 black and 18236 white participants died during follow-up (mean=13 years). Clear J-shaped associations between BMI and mor"
Lung_Cancer,paper_000774,no_site_signal_anywhere,"""The associations between BMI and total mortality appeared to be stronger with increasing HRs beginning at lower BMI values in whites compared to blacks and the racial difference was more pronounced in women ( ). For the highest compared to the reference category of BMI the magnitudes of the HRs were similar between white (HR=2.62 95% CI: 2.12 3.23) and black (HR=2.42 95% CI: 1.25 4.68) men but appeared to be stronger for white (HR=2.68 95% CI: 2.27 3.17) versus black (HR=1.83 95% CI: 1.28 2.61)"
Lung_Cancer,paper_000775,no_site_signal_anywhere,"""These 
results
suggest that there may be lifelong differences in how BMI affects health in blacks versus whites. Several lines of evidence suggest that underlying physiological distinctions among different race and sex groups may contribute to the observed differences in the BMI-mortality association. The association between BMI and the total level and distribution of body fat may be race- or sex-specific 25""26. For instance some studies have reported that the slope of the association between B"
Lung_Cancer,paper_000789,no_cancer_signal_anywhere,"Materials and Methods
Ethics statement The study was performed in accordance with the Dutch and European regulations on care and protection of laboratory animals. Mice were housed under standard conditions of feeding light and temperature with free access to food and water. All animal experiments have been approved by the local animal experimental committee DEC NKI (OZP ID: 10023). Mouse strains KrasLSL-G12D mice Rb1F/F ;Trp53F/F mice and Nf2F/F ;Trp53F/F ;Cdkn2a*/* mice have been described earl"
Lung_Cancer,paper_000791,dominant_other_site,"""Diagnostic assessment programs (DAPs) appear to be a promising model for enabling ICC. The purpose of this study was to explore how DAP structure and function enable ICC and whether that may be associated with anizational and clinical outcomes. 
Methods
A case study approach will be used to explore ICC among eight DAPs that vary by type of cancer (lung breast) academic status and geographic region. To describe DAP function and outcomes and gather information that will enable costing recommendat"
Lung_Cancer,paper_000793,weak_lung_context,"""Therefore we will conduct a pilot study to explore the feasibility of estimating the ICER using person-level data from medical records and other sources. This will allow us to prepare for a future more comprehensive CEA of DAPs across multiple sites. Sampling Because this is a pilot study we will focus our efforts on one breast and one lung DAP at one site to examine whether and how data routinely collected in medical records can be used as the main source of data for costing. This site was cho"
Lung_Cancer,paper_000794,no_site_signal_anywhere,"""The 
limitations
of available data for cost effectiveness analysis are currently unknown so we are taking a practical approach in conducting an exploratory/pilot costing analysis as the first step. Recruitment for qualitative interviews is always challenging but we have identified a lead key informant at each site who will identify and link us with various health professionals and staff to achieve interviews. Interviews will be conducted with health professionals in various professional roles b"
Lung_Cancer,paper_000796,no_cancer_signal_anywhere,"""The DICER algorithm seeks one pair of linked modules at a time. A pair of modules is defined as linked if the sum of weights WG between them is high enough. We call the approach of DICER ˜local™ as it finds one module pair at a time. The algorithm of Ulitsky et al. aims to maximize the ˜global score™ namely the total sum of scores within modules in H plus the sum of scores of links in G. In addition to increasing the global score links between modules are accepted only if they pass a statistica"
Lung_Cancer,paper_000797,no_cancer_signal_anywhere,"""Later in the text we introduce the global improver which can often overcome both problems.Our ˜global improver™ is based on the procedure in . Let M = {M1 ¦ Mn} be a collection of disjoint node sets (e.g. a set can be a single gene or not linked to any other set). Given sets (UV) U V M and x U the significance of the linkage of x with V is calculated using Wilcoxon rank-sum test by comparing the edge weights WG between x and V to the edge weights between x and all nodes not in V. Such P-values "
Lung_Cancer,paper_000798,no_cancer_signal_anywhere,"""This analysis provided 491 interactions in (21) and 3139 interactions in (31). Owing to the different experimental setups most of these GIs are not directly comparable.Calculating differential correlation scoresGiven a training set containing gene expression profiles of subjects we used the statistical method of (24) to compute for each gene pair its consistent correlation (CC) and DC scores. First DC scores are computed using the real labels of the samples. Then the scores are transformed to l"
Lung_Cancer,paper_000799,no_cancer_signal_anywhere,"""See Supplementary Text for details. Our 
results
show that ModMap produces high quality maps and improves on extant weighted approaches. shows a portion of the map constructed by ModMap where links were restricted to P < 10E-50 (for details see Supplementary Tables S4""S6). Each node represents a module and edges represent map links. All modules in the presented map are enriched at 0.05 FDR with at least one GO term. The node labels show the most significantly enriched term. Three major hubs are"
Lung_Cancer,paper_000800,no_cancer_signal_anywhere,"""The DNA repair hub module is linked to a module associated with response to DNA damage. It contains five genes: CTF4 ESC4 MMS1 MMS22 and Rt101. The last four genes are part of the cullin-RING ubiquitin ligase complex (GO:0031461). The last three genes were shown to form a complex that stabilizes the replisome during replication stress . The CTF4 gene is related to DNA repair and DNA replication initiation according to its GO annotations. The link suggests that this complex might work together w"
Lung_Cancer,paper_000801,weak_onco_context_no_proximity,""" The map is constructed based on both networks simultaneously and thus can capture and reveal structures that are not identifiable when analyzing each data type separately. Our novel algorithms recovered the planted map structure in simulated data even when the noise level in the data was high. We tested our 
methods
in three biological applications: (i) yeast PPIs and negative GIs (ii) yeast PPIs and DNA damage-specific positive GIs and (iii) DC analysis of human disease expression profiles. I"
Lung_Cancer,paper_000814,no_site_signal_anywhere,"""Thus luteoloside exerts its inhibitory effect on proliferation invasion and metastasis of HCC cells through inhibition of NLRP3 inflammasome. Our 
results
indicate that luteoloside can be a potential therapeutic agent not only as an adjuvant therapy for HCC but also in the control and prevention of metastatic HCC. This work was supported by the Priority Academic Program Development of Jiangsu Higher Education Institutions the Natural Science Foundation for Colleges and Universities in Jiangsu P"
Lung_Cancer,paper_000815,dominant_other_site,"""The DNA (1500-ng aliquots) was resolved by electrophoresis on a 1.5% agarose gel containing 0.5 µg/mL ethidium bromide and was visualized under ultraviolet light . ROS Assay The generation of ROS was assessed in Huh-7 or SMMC-7721 cells with the 2?7?-dichlorofluorescein diacetate (DCFH-DA) (Invitrogen) probe which is hydrolyzed within cells to non-fluorescent 2?7?-dichlorodihydrofluorescin (DCFH). DCFH can be oxidized to the fluorescent 2?7?-dichlorofluorescein (DCF) by hydroxyl radicals peroxy"
Lung_Cancer,paper_000827,no_site_signal_anywhere,"""A. Proliferation assay in Mero-14 cells. The graph shows the effect of the treatments with 5 µM cisplatin and 40 nM siMSLN-1 used as single agents or in combination. On day 6 MANOVA shows a statistically significant effect both for cisplatin (P?=?0.0168) and siMSLN-1 (P<10?4) in reducing proliferation. However the interaction term for the effect of both agents in combination is not statistically significant (P?=?0.145). Error bars represent SEM of three independent experiments each performed in"
Lung_Cancer,paper_000849,dominant_other_site,"""Therefore in depth studies should be still needed to enhance its antitumor and antimetastatic activities in vivo. Fortunately the in vivo 
results
also exhibited that niclosamide can reduce expression of Ki67 and increase expression of cleaved caspase-3 in tumor cells compared with vehicle treated group. Furthermore accumulating evidence suggests that Stat3 plays an important role in up-regulating VEGF gene expression and inducing tumor angiogenesis under both physiological and pathological con"
Lung_Cancer,paper_000951,no_site_signal_anywhere,"""observed depth in DNA-WGS and an alternate probability of the predicted DNA MAF. The number of true positives and false positives were tabulated at each model discrimination threshold i.e. P-value or score. The step function of these points (number of false positives versus number of true positives) generated a performance curve in absolute counts that is equivalent to a ROC curve without the denominators of total positives and negatives which were constant and unknown for the validation cohort"
Lung_Cancer,paper_000959,no_cancer_signal_anywhere,"""This is a requirement for all labs that are accredited to the ISO 15189:2012 standard (International anisation for Standardization (ISO) 2010). A fundamental aspect of all diagnostic testing is the accurate reporting of the 
results
. The quality of reports submitted was acceptable with a large proportion being comprehensive stand-alone documents containing most of the basic core elements. However the report is meaningless if the referring clinician cannot easily extract the relevant informatio"
Lung_Cancer,paper_000964,no_cancer_signal_anywhere,"""materials and marking with radio-opaque materials. Examples of directly visible materials are hook wire methylene blue and indocyanine green. Ethiodized oil (lipiodol) barium and iodine contrast agents are used for radio-opaque markers. Each marking method has strong and weak points. Localization with a hook wire is easy to perform but carries a high risk of pneumothorax and a propensity to dislodge during transport and surgical preparation (6 7). Methylene blue and indigo carmine have a tenden"
Lung_Cancer,paper_000974,dominant_other_site,""" 3 further treatments at 4-day intervals. In the mesothelioma model C57BL/6 mice were treated 5 days after 40L tumor cell inoculation and injected i.p. with scFvMTBHsp70 (2 ?g per mouse) normal saline or an equimolar mixture of MTBHsp70 plus P4 scFv. Three subsequent doses were administered at 3-day intervals thereafter. For survival studies we observed the mice daily 3 weeks after inoculation of BR5FVB1 cells or 1 week after inoculation of 40L cells. Tumor generations were consistently first e"
Lung_Cancer,paper_000980,no_cancer_signal_anywhere,"""Discrete compact nodular opacity was achieved in 15 subjects (72%) scattered nodular opacities in 3 (14%) and small faint opacity in 3 (14%) . The average value of radio-opacity of MLM was 1415±856 HU (range: 307-2768 HU). The interval between injection and sacrifice was 7.9±0.1 hr (range: 7.8-8.0 hr) for Group A and 23.5±0.1 hr (range: 23.4-23.7 hr) for Group B. Time from injection to initial and follow up fluoroscopy was 3.4±0.5 hr (range: 2.5-4.2 hr) and 6.8±0.4 hr (range: 6.3-7.7 hr) for Gr"
Lung_Cancer,paper_000987,no_cancer_signal_anywhere,"Results
FTSJ2 is Closely Related to E. coli RrmJ RrmJ is a 23S rRNA 2?-O-ribose MTase and is conserved in nearly all of the different species. To evaluate the relationship among the RrmJ homologs a phylogenic tree with 39 RrmJ homologs was constructed. The NCBI BLASTp program was used to identify the homologs of the E. coli RrmJ protein in M. jannaschii S. cerevisiae Caenorhabditis elegans Drosophila melanogaster and in vertebrates. Using the minimum evolution method the phylogenic tree showed t"
Lung_Cancer,paper_000850,dominant_other_site,"""Moreover niclosamide could enhance antitumor immunity and inhibit lung metastasis by reducing the number of Gr1+/CD11b+ (MDSCs) in tumors. Therefore our studies provided strong evidence that niclosamide as a candidate of antibreast cancer drug is worth being further investigated. 
References
1 SiegelR NaishadhamD JemalA Cancer statistics 2013. CA Cancer J Clin63: 11""3023335087 2 DeSantisC SiegelR BandiP JemalA Breast cancer statistics 2011. CA Cancer J Clin61: 408""418 3 WiebeJP ZhangG WelchI Ca"
Lung_Cancer,paper_000851,dominant_other_site,"""lung and liver cells. Genomic analyses identified two major DNase I hypersensitive regions (HS-1 and HS-2) within the ~15 kb intervening sequence separating E1b from the downstream E1 promoter. In BEAS-2B cells the Nrf2 effectors SFN and tBHQ selectively activated the more distal HS-2 through an antioxidant-response element (ARE). An activator protein 1/12-O-tetradecanoylphorbol-13-acetate interaction was further identified within the HS-2 enhancer that functioned to additionally contribute to "
Lung_Cancer,paper_000861,no_cancer_signal_anywhere,"""requires an intraoperative fluoroscopy to confirm an adequate excision as well as lead to increased radiation exposure (10-13). The use of mixture has been reported to make up for the weakness of marking materials. For example the problem of dye diffusion has led to attempts to use a mixture of dye with various materials such as cyanoacrylate adhesive or collagen or autologous blood (14-16). However they have not been widely used for localization due to difficulties in making and manipulation. "
Lung_Cancer,paper_000862,weak_onco_context_no_proximity,"""however excellent staining in MLM was significantly higher than methylene blue (81% vs 38% P=0.011) (). shows the localization ability of MLM regarding both staining ability and radio-opacity. There was no subject with a score of 0 or 1 in both radio-opacity and staining. MLM achieved appropriate staining or radio-opacity in 21 subjects (100%) with a dual localization feature. Histopathologic findings demonstrates the 
results
of the histopathologic findings. In all lung specimens both methylen"
